,yr_released,report_year,supervising_dist,release_type,race_ethnicity,age_released,sex,crime_class,crime_type,crime_subtype,recidivist,target_pop
7638,2011,2014,2JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,Yes,Yes
7639,2011,2014,1JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,Yes
7640,2011,2014,1JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,Yes
7641,2011,2014,1JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,Yes
7642,2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,D Felony,Other,Other Criminal,No,No
7643,2011,2014,5JD,Parole,American Indian or Alaska Native - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,Yes,Yes
7644,2011,2014,8JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,Yes
7645,2011,2014,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Drug,Drug Possession,Yes,No
7646,2011,2014,3JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,Yes
7647,2011,2014,5JD,Parole,Black - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,Yes,Yes
7648,2011,2014,6JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Property,Forgery/Fraud,Yes,Yes
7649,2011,2014,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,No
7650,2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,No
7651,2011,2014,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,No,Yes
7652,2011,2014,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,No,Yes
7653,2011,2014,3JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Drug,Trafficking,Yes,Yes
7654,2012,2015,2JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes,Yes
7655,2012,2015,ISC,Special Sentence,White - Non-Hispanic,25-34,Male,D Felony,Violent,Sex,No,Yes
7656,2012,2015,8JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,No
7657,2012,2015,,Discharged – End of Sentence,,35-44,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,No
7658,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,Yes,No
7659,2012,2015,ISC,Parole,White - Hispanic,35-44,Male,D Felony,Public Order,OWI,No,No
7660,2012,2015,ISC,Parole,White - Hispanic,35-44,Male,D Felony,Public Order,OWI,No,No
7661,2012,2015,ISC,Parole,White - Hispanic,35-44,Male,D Felony,Public Order,OWI,No,No
7662,2012,2015,3JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Property,Forgery/Fraud,No,Yes
7663,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,No,No
7664,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,No,No
7665,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,No,No
7666,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,No,No
7667,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Public Order,Sex Offender Registry/Residency,No,No
7668,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Public Order,Sex Offender Registry/Residency,No,No
7669,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Public Order,Sex Offender Registry/Residency,No,No
7670,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Public Order,Sex Offender Registry/Residency,No,No
7671,2012,2015,7JD,Parole,Black - Non-Hispanic,25-34,Female,C Felony,Property,Burglary,No,Yes
7672,2012,2015,ISC,Parole,White - Non-Hispanic,35-44,Male,D Felony,Violent,Other Violent,No,Yes
7673,2012,2015,1JD,Parole,White - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,Yes,Yes
7674,2012,2015,7JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Property,Theft,Yes,Yes
7675,2012,2015,5JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,Flight/Escape,Yes,Yes
7676,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Female,D Felony,Violent,Assault,No,No
7677,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Female,D Felony,Violent,Assault,No,No
7678,2012,2015,5JD,Parole,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,Yes
7679,2012,2015,,Discharged – End of Sentence,White - Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Theft,Yes,No
7680,2012,2015,6JD,Parole,White - Non-Hispanic,45-54,Female,C Felony,Drug,Trafficking,No,Yes
7681,2012,2015,ISC,Parole,White - Hispanic,35-44,Male,D Felony,Violent,Sex,No,No
7682,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,Yes,No
7683,2012,2015,5JD,Parole,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Assault,No,Yes
7684,2012,2015,5JD,Parole,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Assault,No,Yes
7685,2012,2015,7JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Violent,Assault,No,Yes
7686,2012,2015,,Discharged – End of Sentence,,25-34,Male,C Felony,Property,Burglary,No,No
7687,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Violent,Other Violent,No,No
7688,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Violent,Other Violent,No,No
7689,2012,2015,1JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Property,Burglary,Yes,Yes
7690,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,No
7691,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,No
7692,2012,2015,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,Yes
7693,2012,2015,1JD,Special Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Other,Special Sentence Revocation,No,No
7694,2012,2015,7JD,Special Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Violent,Sex,Yes,Yes
7695,2012,2015,1JD,Parole,Black - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,No,Yes
7696,2012,2015,1JD,Parole,Black - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,No,Yes
7697,2012,2015,5JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Property,Theft,Yes,Yes
7698,2012,2015,1JD,Parole,Black - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,Yes,Yes
7699,2012,2015,3JD,Parole,Black - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,No,Yes
7700,2012,2015,6JD,Parole,American Indian or Alaska Native - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,Yes
7701,2012,2015,5JD,Parole,Black - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,Yes,Yes
7702,2012,2015,6JD,Parole,White - Hispanic,25-34,Male,D Felony,Public Order,OWI,Yes,Yes
7703,2012,2015,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,Yes
7704,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Serious Misdemeanor,Drug,Drug Possession,No,No
7705,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Serious Misdemeanor,Drug,Drug Possession,No,No
7706,2012,2015,5JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,Yes
7707,2012,2015,3JD,Parole,White - Hispanic,Under 25,Male,C Felony,Drug,Trafficking,Yes,Yes
7708,2012,2015,5JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,No,Yes
7709,2012,2015,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,Yes
7710,2012,2015,8JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,Yes
7711,2012,2015,7JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Public Order,OWI,Yes,Yes
7712,2012,2015,4JD,Parole,White - Non-Hispanic,35-44,Female,Felony - Enhancement to Original Penalty,Property,Theft,Yes,Yes
7713,2012,2015,1JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,Yes
7714,2012,2015,1JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,Yes
7715,2012,2015,7JD,Parole,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,Yes
7716,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,OWI,Yes,No
7717,2012,2015,1JD,Parole,White - Non-Hispanic,45-54,Female,C Felony,Property,Theft,No,Yes
7718,2012,2015,8JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Violent,Assault,No,No
7719,2012,2015,ISC,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,Yes,Yes
7720,2012,2015,1JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,Yes
7721,2012,2015,7JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Public Order,Weapons,No,Yes
7722,2012,2015,8JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,Yes,Yes
7723,2012,2015,,Discharged – End of Sentence,American Indian or Alaska Native - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,No
7724,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes,No
7725,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Female,C Felony,Property,Theft,Yes,No
7726,2012,2015,1JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Public Order,OWI,No,Yes
7727,2012,2015,,Discharged – End of Sentence,American Indian or Alaska Native - Non-Hispanic,25-34,Male,C Felony,Property,Theft,No,No
7728,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,No,No
7729,2012,2015,7JD,Parole,White - Non-Hispanic,55 and Older,Female,C Felony,Property,Theft,No,Yes
7730,2012,2015,,Discharged – End of Sentence,White - Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,Yes,No
7731,2012,2015,ISC,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Public Order,Weapons,No,Yes
7732,2012,2015,1JD,Parole,Black - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes,Yes
7733,2012,2015,8JD,Parole,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,No,Yes
7734,2012,2015,8JD,Parole,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,No,Yes
7735,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,D Felony,Violent,Sex,No,No
7736,2012,2015,3JD,Parole,White - Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,Yes,Yes
7737,2012,2015,8JD,Special Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Sex,No,Yes
7738,2012,2015,7JD,Parole,White - Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,Yes
7739,2012,2015,ISC,Parole,Black - Non-Hispanic,35-44,Male,C Felony,Property,Theft,No,No
7740,2012,2015,7JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,Yes,Yes
7741,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,No
7742,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,No
7743,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,No
7744,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,No
7745,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,No
7746,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,No
7747,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,No
7748,2012,2015,5JD,Parole,White - Non-Hispanic,45-54,Female,B Felony,Drug,Trafficking,Yes,Yes
7749,2012,2015,6JD,Special Sentence,White - Non-Hispanic,35-44,Male,Special Sentence 2005,Violent,Sex,Yes,Yes
7750,2012,2015,4JD,Special Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Sex,No,No
7751,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Property,Burglary,No,No
7752,2012,2015,5JD,Parole,Black - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,Yes
7753,2012,2015,7JD,Parole,White - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Public Order,Traffic,Yes,Yes
7754,2012,2015,1JD,Parole,Black - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,Yes
7755,2012,2015,1JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,Yes
7756,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,D Felony,Public Order,Weapons,No,No
7757,2012,2015,5JD,Parole,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Property,Theft,No,No
7758,2012,2015,5JD,Parole,Black - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,No,Yes
7759,2012,2015,5JD,Parole,Black - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,No,Yes
7760,2012,2015,1JD,Parole,White - Non-Hispanic,25-34,Female,B Felony,Drug,Trafficking,Yes,Yes
7761,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes,No
7762,2012,2015,5JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes,Yes
7763,2012,2015,5JD,Parole,Black - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Violent,Assault,No,Yes
7764,2012,2015,2JD,Parole,Black - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,No,Yes
7765,2012,2015,2JD,Parole,Black - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,No,Yes
7766,2012,2015,2JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Property,Burglary,Yes,Yes
7767,2012,2015,4JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Vandalism,No,Yes
7768,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,Yes,No
7769,2012,2015,5JD,Parole,White - Non-Hispanic,35-44,Female,B Felony,Drug,Trafficking,No,Yes
7770,2012,2015,5JD,Parole,White - Non-Hispanic,35-44,Female,B Felony,Drug,Trafficking,No,Yes
7771,2012,2015,5JD,Parole,White - Non-Hispanic,35-44,Female,B Felony,Drug,Trafficking,No,Yes
7772,2012,2015,8JD,Parole,White - Non-Hispanic,35-44,Female,D Felony,Property,Burglary,No,Yes
7773,2012,2015,2JD,Parole,White - Non-Hispanic,55 and Older,Male,D Felony,Public Order,OWI,Yes,Yes
7774,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Female,D Felony,Violent,Murder/Manslaughter,No,No
7775,2012,2015,1JD,Special Sentence,White - Non-Hispanic,35-44,Male,C Felony,Violent,Sex,No,Yes
7776,2012,2015,ISC,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,No,Yes
7777,2012,2015,ISC,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,No,Yes
7778,2012,2015,ISC,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,No,Yes
7779,2012,2015,ISC,Parole,Asian or Pacific Islander - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,No,No
7780,2012,2015,1JD,Parole,White - Non-Hispanic,55 and Older,Male,C Felony,Violent,Sex,No,Yes
7781,2012,2015,2JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,Yes,Yes
7782,2012,2015,4JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,Yes
7783,2012,2015,4JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,Yes
7784,2012,2015,3JD,Parole,White - Non-Hispanic,55 and Older,Female,D Felony,Public Order,OWI,No,Yes
7785,2012,2015,ISC,Parole,White - Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,No
7786,2012,2015,6JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Property,Burglary,No,Yes
7787,2012,2015,4JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,Yes
7788,2012,2015,3JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,Yes
7789,2012,2015,2JD,Parole,White - Non-Hispanic,25-34,Female,C Felony,Property,Forgery/Fraud,No,No
7790,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,Serious Misdemeanor,Public Order,OWI,No,No
7791,2012,2015,1JD,Parole,Black - Non-Hispanic,45-54,Male,D Felony,Violent,Other Violent,No,Yes
7792,2012,2015,1JD,Parole,White - Non-Hispanic,25-34,Female,D Felony,Property,Forgery/Fraud,Yes,Yes
7793,2012,2015,4JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,No,Yes
7794,2012,2015,5JD,Parole,White - Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,Yes
7795,2012,2015,1JD,Parole,Black - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,Yes
7796,2012,2015,ISC,Parole,White - Hispanic,35-44,Male,D Felony,Violent,Assault,No,No
7797,2012,2015,ISC,Parole,White - Hispanic,35-44,Male,D Felony,Violent,Assault,No,No
7798,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Burglary,Yes,No
7799,2012,2015,3JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Sex,No,Yes
7800,2012,2015,5JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,Yes
7801,2012,2015,5JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,Yes
7802,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Violent,Murder/Manslaughter,No,No
7803,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,No
7804,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,No
7805,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,No
7806,2012,2015,,Discharged – End of Sentence,American Indian or Alaska Native - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Burglary,No,No
7807,2012,2015,ISC,Parole,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,Yes
7808,2012,2015,,Discharged – End of Sentence,White - Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,No,No
7809,2012,2015,,Discharged – End of Sentence,White - Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,No,No
7810,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Female,D Felony,Property,Theft,No,No
7811,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Female,D Felony,Property,Theft,No,No
7812,2012,2015,6JD,Parole,White - Non-Hispanic,Under 25,Male,C Felony,Other,Other Violent,No,No
7813,2012,2015,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,Yes
7814,2012,2015,6JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Violent,Assault,No,Yes
7815,2012,2015,,Discharged – End of Sentence,,45-54,Male,Aggravated Misdemeanor,Violent,Assault,No,No
7816,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,No
7817,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,Yes,No
7818,2012,2015,2JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,Yes,Yes
7819,2012,2015,5JD,Parole,White - Non-Hispanic,45-54,Female,C Felony,Drug,Trafficking,Yes,Yes
7820,2012,2015,4JD,Special Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Other,Special Sentence Revocation,Yes,Yes
7821,2012,2015,5JD,Parole,Black - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,Yes,Yes
7822,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,No
7823,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,No
7824,2012,2015,ISC,Parole,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Assault,No,Yes
7825,2012,2015,ISC,Parole,White - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,No,Yes
7826,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Female,D Felony,Property,Forgery/Fraud,Yes,No
7827,2012,2015,7JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,No,Yes
7828,2012,2015,7JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,No,Yes
7829,2012,2015,2JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,Yes
7830,2012,2015,2JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,Yes
7831,2012,2015,2JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,Yes
7832,2012,2015,1JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,Yes,Yes
7833,2012,2015,,Parole,White - Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,No
7834,2012,2015,7JD,Parole,White - Non-Hispanic,35-44,Female,D Felony,Property,Theft,Yes,Yes
7835,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Property,Forgery/Fraud,No,No
7836,2012,2015,5JD,Parole,Black - Non-Hispanic,Under 25,Female,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,Yes
7837,2012,2015,8JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Property,Burglary,No,Yes
7838,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Drug,Drug Possession,Yes,No
7839,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Female,D Felony,Property,Forgery/Fraud,No,No
7840,2012,2015,4JD,Parole,White - Non-Hispanic,55 and Older,Male,Felony - Enhancement to Original Penalty,Violent,Sex,No,Yes
7841,2012,2015,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Assault,Yes,No
7842,2012,2015,8JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,Yes
7843,2012,2015,8JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,Yes
7844,2012,2015,8JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,Yes
7845,2012,2015,8JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,Yes
7846,2012,2015,2JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,Yes
7847,2012,2015,5JD,Parole,Black - Non-Hispanic,45-54,Male,D Felony,Property,Burglary,No,Yes
7848,2012,2015,8JD,Parole,White - Non-Hispanic,55 and Older,Male,Felony - Mandatory Minimum,Violent,Sex,No,Yes
7849,2012,2015,7JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Property,Theft,No,Yes
7850,2012,2015,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,Yes
7851,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Stolen Property,Yes,No
7852,2012,2015,8JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Assault,No,Yes
7853,2012,2015,5JD,Special Sentence,White - Non-Hispanic,45-54,Male,Special Sentence 2005,Violent,Sex,No,No
7854,2012,2015,5JD,Parole,Black - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Public Order,Traffic,No,Yes
7855,2012,2015,ISC,Parole,White - Hispanic,55 and Older,Male,C Felony,Violent,Sex,No,Yes
7856,2012,2015,2JD,Parole,White - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,No,Yes
7857,2012,2015,2JD,Parole,White - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,No,Yes
7858,2012,2015,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Other,Other Criminal,Yes,Yes
7859,2012,2015,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Public Order,Weapons,Yes,No
7860,2012,2015,ISC,Parole,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,Yes
7861,2012,2015,ISC,Parole,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,Yes
7862,2012,2015,ISC,Parole,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,Yes
7863,2012,2015,5JD,Parole,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,Yes,Yes
7864,2012,2015,1JD,Parole,White - Non-Hispanic,55 and Older,Male,D Felony,Violent,Murder/Manslaughter,No,No
7865,2012,2015,8JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,No,Yes
7866,2012,2015,1JD,Parole,Black - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Property,Theft,No,No
7867,2012,2015,7JD,Parole,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,Yes
7868,2012,2015,3JD,Parole,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Sex,No,Yes
7869,2012,2015,3JD,Special Sentence,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Sex,Yes,No
