fiscal_year_released,recidivism_reporting_year,main_supervising_district,release_type,race_ethnicity,age_at_release,sex,offense_class,offense_type,offense_subtype,return_to_prison,days_return,recidivism_type,new_offense_class,new_offense_type,new_offense_subtype,target_population
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,7JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Other Drug,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,Yes,377.0,New,D Felony,Property,Theft,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Theft,Yes,473.0,New,Aggravated Misdemeanor,Property,Vandalism,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Public Order,Weapons,Yes,776.0,New,Aggravated Misdemeanor,Property,Vandalism,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Female,D Felony,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Female,D Felony,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Female,D Felony,Property,Theft,No,,No Recidivism,,,,No
2010,2013,1JD,Parole,American Indian or Alaska Native - Non-Hispanic,35-44,Female,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Traffic,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,D Felony,Property,Theft,Yes,411.0,New,Aggravated Misdemeanor,Public Order,Traffic,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Violent,Assault,Yes,301.0,Tech,,,,Yes
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Felony - Enhanced,Drug,Trafficking,Yes,1094.0,New,Aggravated Misdemeanor,Public Order,Traffic,No
2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,Yes,342.0,Tech,,,,Yes
2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhanced,Property,Theft,Yes,262.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
2010,2013,4JD,Parole,White - Non-Hispanic,Under 25,Male,C Felony,Property,Arson,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,American Indian or Alaska Native - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,392.0,New,D Felony,Drug,Trafficking,No
2010,2013,1JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,470.0,New,C Felony,Drug,Trafficking,Yes
2010,2013,,Discharged – End of Sentence,White - Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Burglary,No,,No Recidivism,,,,No
2010,2013,3JD,Parole,White - Non-Hispanic,Under 25,Male,C Felony,Property,Burglary,Yes,218.0,Tech,,,,Yes
2010,2013,5JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2010,2013,3JD,Parole,White - Hispanic,55 and Older,Female,D Felony,Public Order,OWI,Yes,202.0,Tech,,,,Yes
2010,2013,5JD,Parole,White - Hispanic,Under 25,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,6JD,Parole,White - Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,252.0,Tech,,,,Yes
2010,2013,1JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Burglary,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Burglary,No,,No Recidivism,,,,No
2010,2013,7JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Violent,Sex,No,,No Recidivism,,,,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,Yes,178.0,Tech,,,,Yes
2010,2013,6JD,Parole,White - Non-Hispanic,Under 25,Female,D Felony,Drug,Other Drug,Yes,159.0,Tech,,,,Yes
2010,2013,4JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,No,,No Recidivism,,,,Yes
2010,2013,7JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes
2010,2013,2JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,457.0,New,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes
2010,2013,6JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhanced,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhanced,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhanced,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Property,Vandalism,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Property,Vandalism,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Assault,Yes,103.0,New,D Felony,Property,Burglary,No
2010,2013,3JD,Parole,White - Non-Hispanic,55 and Older,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,3JD,Special Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Sex,Yes,86.0,Tech,,,,Yes
2010,2013,3JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,Yes
2010,2013,3JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,26.0,Tech,,,,Yes
2010,2013,7JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,7JD,Parole,White - Non-Hispanic,25-34,Female,D Felony,Property,Forgery/Fraud,Yes,66.0,Tech,,,,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,45-54,Female,C Felony,Property,Theft,No,,No Recidivism,,,,Yes
2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,383.0,New,C Felony,Drug,Trafficking,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,45-54,Female,Felony - Enhanced,Public Order,Flight/Escape,Yes,385.0,New,D Felony,Property,Theft,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,Yes
2010,2013,7JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Public Order,Flight/Escape,Yes,240.0,New,Aggravated Misdemeanor,Public Order,Traffic,Yes
2010,2013,4JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,Yes,456.0,Tech,,,,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Property,Theft,Yes,385.0,Tech,,,,Yes
2010,2013,1JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,173.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,160.0,Tech,,,,Yes
2010,2013,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,912.0,New,C Felony,Drug,Trafficking,Yes
2010,2013,3JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,Yes,174.0,Tech,,,,Yes
2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,842.0,Tech,,,,Yes
2010,2013,4JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Property,Arson,No,,No Recidivism,,,,Yes
2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhanced,Violent,Murder/Manslaughter,No,,No Recidivism,,,,Yes
2010,2013,7JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,1027.0,New,Serious Misdemeanor,Public Order,OWI,Yes
2010,2013,,Discharged – End of Sentence,White -,35-44,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Drug,Drug Possession,Yes,228.0,Tech,,,,No
2010,2013,2JD,Parole,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,Yes,1087.0,New,D Felony,Drug,Drug Possession,Yes
2010,2013,3JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,Yes,133.0,New,D Felony,Drug,Trafficking,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Public Order,Traffic,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes,175.0,Tech,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,708.0,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Other Drug,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,497.0,New,Aggravated Misdemeanor,Property,Burglary,No
2010,2013,3JD,Parole,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Drug,Drug Possession,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Felony - Enhanced,Property,Burglary,Yes,1009.0,Tech,,,,No
2010,2013,1JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Drug,Other Drug,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,Yes,405.0,New,B Felony,Drug,Trafficking,Yes
2010,2013,1JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Public Order,Sex Offender Registry/Residency,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,Yes,376.0,New,D Felony,Property,Burglary,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,Yes,655.0,New,Aggravated Misdemeanor,Drug,Drug Possession,No
2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,692.0,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
2010,2013,7JD,Parole,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Theft,Yes,143.0,Tech,,,,Yes
2010,2013,5JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Female,Aggravated Misdemeanor,Public Order,OWI,No,,No Recidivism,,,,No
2010,2013,5JD,Parole,White - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,Yes,362.0,Tech,,,,Yes
2010,2013,4JD,Parole,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Theft,Yes,492.0,New,C Felony,Violent,Murder/Manslaughter,Yes
2010,2013,4JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,Yes,350.0,New,Aggravated Misdemeanor,Property,Burglary,Yes
2010,2013,6JD,Parole,Black - Non-Hispanic,45-54,Male,D Felony,Public Order,Sex Offender Registry/Residency,No,,No Recidivism,,,,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhanced,Violent,Sex,No,,No Recidivism,,,,Yes
2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,B Felony,Violent,Other Violent,Yes,366.0,New,Serious Misdemeanor,Drug,Drug Possession,Yes
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,D Felony,Violent,Assault,Yes,474.0,New,Aggravated Misdemeanor,Violent,Assault,No
2010,2013,8JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Serious Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,2JD,Parole,White - Non-Hispanic,55 and Older,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2010,2013,7JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Public Order,Flight/Escape,Yes,223.0,Tech,,,,Yes
2010,2013,2JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,Sex Offender Registry/Residency,No,,No Recidivism,,,,Yes
2010,2013,2JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,Sex Offender Registry/Residency,No,,No Recidivism,,,,Yes
2010,2013,6JD,Parole,White - Non-Hispanic,25-34,Male,B Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Property,Vandalism,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,No,,No Recidivism,,,,No
2010,2013,8JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2010,2013,3JD,Parole,White - Hispanic,Under 25,Male,C Felony,Violent,Other Violent,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Hispanic,25-34,Female,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No
2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Hispanic,Under 25,Male,Felony - Enhanced,Drug,Trafficking,No,,No Recidivism,,,,No
2010,2013,7JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,Yes,275.0,New,Serious Misdemeanor,Public Order,Flight/Escape,Yes
2010,2013,7JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes
2010,2013,7JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes
2010,2013,2JD,Parole,Black - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,Yes,283.0,New,D Felony,Drug,Drug Possession,Yes
2010,2013,7JD,Special Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Other,Special Sentence Revocation,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Female,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,Black - Non-Hispanic,45-54,Male,B Felony,Other,Other Criminal,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,Black - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,513.0,Tech,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Assault,Yes,763.0,New,Serious Misdemeanor,Violent,Assault,No
2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,Yes,191.0,Tech,,,,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Violent,Other Violent,No,,No Recidivism,,,,No
2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Drug,Other Drug,No,,No Recidivism,,,,Yes
2010,2013,3JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Violent,Sex,Yes,89.0,Tech,,,,No
2010,2013,2JD,Parole,White - Non-Hispanic,35-44,Female,D Felony,Property,Theft,Yes,735.0,New,D Felony,Property,Forgery/Fraud,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes,332.0,New,Aggravated Misdemeanor,Property,Theft,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Vandalism,Yes,713.0,New,D Felony,Drug,Drug Possession,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,Serious Misdemeanor,Drug,Trafficking,No,,No Recidivism,,,,No
2010,2013,7JD,Parole,White - Hispanic,25-34,Male,D Felony,Public Order,OWI,Yes,563.0,Tech,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Female,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Female,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,574.0,Tech,,,,No
2010,2013,6JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2010,2013,6JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Hispanic,Under 25,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,414.0,Tech,,,,Yes
2010,2013,3JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Public Order,Traffic,No,,No Recidivism,,,,Yes
2010,2013,3JD,Special Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Violent,Sex,Yes,150.0,Tech,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Hispanic,25-34,Male,C Felony,Violent,Other Violent,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Hispanic,25-34,Male,C Felony,Violent,Other Violent,No,,No Recidivism,,,,No
2010,2013,5JD,Parole,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,216.0,Tech,,,,Yes
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Female,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,Yes,474.0,New,D Felony,Public Order,OWI,No
2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,Yes,1079.0,Tech,,,,Yes
