,yr_released,report_year,race_ethnicity,age_released,crime_class,crime_type,crime_subtype,release_type,super_dist,recidivist,target_pop,sex,crime_class_map,race_ethnicity_map,release_type_map,recidivist_map,target_pop_map,sex_map,age_released_map
8084,2012,2015,Black - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Property,Theft,Parole,5JD,Yes,Yes,Male,Aggravated Misdemeanor,Black,Paroled,1,1,0,4
8085,2012,2015,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Violent,Robbery,Parole,5JD,Yes,Yes,Female,Felony - Enhancement to Original Penalty,White,Paroled,1,1,1,3
8086,2012,2015,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Burglary,Parole,8JD,No,Yes,Male,Aggravated Misdemeanor,White,Paroled,0,1,0,0
8087,2012,2015,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,5JD,No,No,Male,D Felony,White,Paroled,0,0,0,1
8088,2012,2015,White - Non-Hispanic,35-44,D Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,No,No,Female,D Felony,White,Discharged - End of Sentence,0,0,1,2
8089,2012,2015,Black - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,5JD,Yes,Yes,Male,Felony - Enhancement to Original Penalty,Black,Paroled,1,1,0,2
8090,2012,2015,White - Non-Hispanic,35-44,B Felony,Violent,Sex,Parole,8JD,No,Yes,Male,B Felony,White,Paroled,0,1,0,2
8091,2012,2015,White - Non-Hispanic,45-54,C Felony,Property,Theft,Parole,5JD,Yes,Yes,Male,C Felony,White,Paroled,1,1,0,3
8092,2012,2015,White - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Parole,ISC,No,Yes,Male,D Felony,White,Paroled,0,1,0,3
8093,2012,2015,White - Non-Hispanic,25-34,D Felony,Violent,Assault,Parole,1JD,Yes,Yes,Male,D Felony,White,Paroled,1,1,0,1
8094,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male,C Felony,White,Paroled,1,1,0,1
8095,2012,2015,Black - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Female,C Felony,Black,Paroled,0,1,1,2
8096,2012,2015,Black - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Female,C Felony,Black,Paroled,0,1,1,2
8097,2012,2015,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,Yes,No,Male,Aggravated Misdemeanor,White,Discharged - End of Sentence,1,0,0,1
8098,2012,2015,Black - Non-Hispanic,25-34,D Felony,Public Order,OWI,Discharged – End of Sentence,unknown,Yes,No,Male,D Felony,Black,Discharged - End of Sentence,1,0,0,1
8099,2012,2015,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,OWI,Discharged – End of Sentence,unknown,No,No,Male,Aggravated Misdemeanor,Black,Discharged - End of Sentence,0,0,0,3
8100,2012,2015,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,OWI,Discharged – End of Sentence,unknown,No,No,Male,Aggravated Misdemeanor,Black,Discharged - End of Sentence,0,0,0,3
8101,2012,2015,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,OWI,Discharged – End of Sentence,unknown,No,No,Male,Aggravated Misdemeanor,Black,Discharged - End of Sentence,0,0,0,3
8102,2012,2015,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,OWI,Discharged – End of Sentence,unknown,No,No,Male,Aggravated Misdemeanor,White,Discharged - End of Sentence,0,0,0,3
8103,2012,2015,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,OWI,Discharged – End of Sentence,unknown,No,No,Male,Aggravated Misdemeanor,White,Discharged - End of Sentence,0,0,0,3
8104,2012,2015,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,OWI,Discharged – End of Sentence,unknown,No,No,Male,Aggravated Misdemeanor,White,Discharged - End of Sentence,0,0,0,3
8105,2012,2015,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,OWI,Discharged – End of Sentence,unknown,No,No,Male,Aggravated Misdemeanor,White,Discharged - End of Sentence,0,0,0,3
8106,2012,2015,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,OWI,Discharged – End of Sentence,unknown,No,No,Male,Aggravated Misdemeanor,White,Discharged - End of Sentence,0,0,0,3
8107,2012,2015,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,OWI,Discharged – End of Sentence,unknown,No,No,Male,Aggravated Misdemeanor,White,Discharged - End of Sentence,0,0,0,3
8108,2012,2015,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,8JD,No,Yes,Male,Felony - Enhancement to Original Penalty,White,Paroled,0,1,0,1
8109,2012,2015,White - Hispanic,Under 25,D Felony,Property,Theft,Parole,7JD,Yes,Yes,Male,D Felony,Hispanic,Paroled,1,1,0,0
8110,2012,2015,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,unknown,No,No,Male,Aggravated Misdemeanor,White,Discharged - End of Sentence,0,0,0,1
8111,2012,2015,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,unknown,No,No,Male,Aggravated Misdemeanor,White,Discharged - End of Sentence,0,0,0,1
8112,2012,2015,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,unknown,No,No,Male,Aggravated Misdemeanor,White,Discharged - End of Sentence,0,0,0,1
8113,2012,2015,Black - Non-Hispanic,Under 25,C Felony,Property,Theft,Parole,6JD,No,Yes,Male,C Felony,Black,Paroled,0,1,0,0
8114,2012,2015,White - Hispanic,55 and Older,D Felony,Property,Burglary,Parole,2JD,No,Yes,Male,D Felony,Hispanic,Paroled,0,1,0,4
8115,2012,2015,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Parole,1JD,No,Yes,Female,D Felony,White,Paroled,0,1,1,3
8116,2012,2015,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Parole,1JD,No,Yes,Female,D Felony,White,Paroled,0,1,1,3
8117,2012,2015,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Parole,1JD,No,Yes,Female,D Felony,White,Paroled,0,1,1,3
8118,2012,2015,White - Non-Hispanic,25-34,D Felony,Property,Theft,Parole,7JD,No,Yes,Female,D Felony,White,Paroled,0,1,1,1
8119,2012,2015,White - Non-Hispanic,25-34,D Felony,Property,Theft,Parole,7JD,No,Yes,Female,D Felony,White,Paroled,0,1,1,1
8120,2012,2015,White - Non-Hispanic,25-34,D Felony,Property,Theft,Parole,7JD,No,Yes,Female,D Felony,White,Paroled,0,1,1,1
8121,2012,2015,White - Non-Hispanic,Under 25,D Felony,Violent,Sex,Parole,4JD,No,Yes,Male,D Felony,White,Paroled,0,1,0,0
8122,2012,2015,White - Non-Hispanic,25-34,B Felony,Violent,Murder/Manslaughter,Parole,7JD,No,No,Male,B Felony,White,Paroled,0,0,0,1
8123,2012,2015,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male,B Felony,White,Paroled,1,1,0,3
8124,2012,2015,White - Non-Hispanic,Under 25,D Felony,Property,Stolen Property,Discharged – End of Sentence,unknown,Yes,No,Female,D Felony,White,Discharged - End of Sentence,1,0,1,0
8125,2012,2015,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,5JD,Yes,Yes,Male,D Felony,White,Paroled,1,1,0,0
8126,2012,2015,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,Yes,No,Male,C Felony,Black,Discharged - End of Sentence,1,0,0,1
8127,2012,2015,Black - Non-Hispanic,25-34,C Felony,Property,Burglary,Parole,5JD,No,Yes,Male,C Felony,Black,Paroled,0,1,0,1
8128,2012,2015,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male,C Felony,White,Paroled,0,1,0,3
8129,2012,2015,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male,C Felony,White,Paroled,0,1,0,3
8130,2012,2015,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male,C Felony,White,Paroled,0,1,0,3
8131,2012,2015,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male,C Felony,White,Paroled,0,1,0,3
8132,2012,2015,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male,C Felony,White,Paroled,0,1,0,3
8133,2012,2015,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male,C Felony,White,Paroled,0,1,0,3
8134,2012,2015,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,No,No,Female,Aggravated Misdemeanor,White,Discharged - End of Sentence,0,0,1,0
8135,2012,2015,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,No,No,Female,Aggravated Misdemeanor,White,Discharged - End of Sentence,0,0,1,0
8136,2012,2015,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,No,No,Female,Aggravated Misdemeanor,White,Discharged - End of Sentence,0,0,1,0
8137,2012,2015,White - Non-Hispanic,55 and Older,Felony - Enhancement to Original Penalty,Public Order,OWI,Discharged – End of Sentence,unknown,No,No,Male,Felony - Enhancement to Original Penalty,White,Discharged - End of Sentence,0,0,0,4
8138,2012,2015,White - Non-Hispanic,55 and Older,Felony - Enhancement to Original Penalty,Public Order,OWI,Discharged – End of Sentence,unknown,No,No,Male,Felony - Enhancement to Original Penalty,White,Discharged - End of Sentence,0,0,0,4
8139,2012,2015,White - Non-Hispanic,45-54,D Felony,Violent,Assault,Parole,ISC,No,Yes,Male,D Felony,White,Paroled,0,1,0,3
8140,2012,2015,White - Non-Hispanic,35-44,D Felony,Drug,Trafficking,Parole,ISC,No,Yes,Male,D Felony,White,Paroled,0,1,0,2
8141,2012,2015,White - Non-Hispanic,35-44,D Felony,Drug,Trafficking,Parole,ISC,No,Yes,Male,D Felony,White,Paroled,0,1,0,2
8142,2012,2015,White - Non-Hispanic,35-44,D Felony,Drug,Trafficking,Parole,ISC,No,Yes,Male,D Felony,White,Paroled,0,1,0,2
8143,2012,2015,White - Non-Hispanic,35-44,D Felony,Drug,Trafficking,Parole,ISC,No,Yes,Male,D Felony,White,Paroled,0,1,0,2
8146,2012,2015,Black - Non-Hispanic,25-34,D Felony,Property,Theft,Parole,5JD,No,Yes,Male,D Felony,Black,Paroled,0,1,0,1
8147,2012,2015,White - Non-Hispanic,45-54,C Felony,Violent,Sex,Special Sentence,5JD,Yes,No,Male,C Felony,White,Special Sentence,1,0,0,3
8148,2012,2015,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,Yes,No,Male,Aggravated Misdemeanor,Black,Discharged - End of Sentence,1,0,0,0
8149,2012,2015,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,5JD,Yes,Yes,Male,D Felony,White,Paroled,1,1,0,1
8150,2012,2015,White - Non-Hispanic,Under 25,D Felony,Violent,Sex,Discharged – End of Sentence,unknown,No,No,Male,D Felony,White,Discharged - End of Sentence,0,0,0,0
8151,2012,2015,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,2JD,Yes,Yes,Male,Felony - Enhancement to Original Penalty,White,Paroled,1,1,0,2
8152,2012,2015,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,8JD,No,Yes,Female,D Felony,White,Paroled,0,1,1,0
8153,2012,2015,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,8JD,No,Yes,Female,D Felony,White,Paroled,0,1,1,0
8154,2012,2015,Black - Non-Hispanic,25-34,D Felony,Property,Burglary,Discharged – End of Sentence,unknown,Yes,No,Male,D Felony,Black,Discharged - End of Sentence,1,0,0,1
8155,2012,2015,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole,ISC,No,No,Male,D Felony,White,Paroled,0,0,0,2
8156,2012,2015,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole,ISC,No,No,Male,D Felony,White,Paroled,0,0,0,2
8157,2012,2015,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male,C Felony,White,Paroled,0,1,0,2
8158,2012,2015,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male,C Felony,White,Paroled,0,1,0,2
8159,2012,2015,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male,C Felony,White,Paroled,0,1,0,2
8160,2012,2015,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male,C Felony,White,Paroled,0,1,0,2
8161,2012,2015,White - Non-Hispanic,55 and Older,Felony - Enhancement to Original Penalty,Violent,Assault,Parole,5JD,No,Yes,Female,Felony - Enhancement to Original Penalty,White,Paroled,0,1,1,4
8162,2012,2015,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,3JD,No,Yes,Male,D Felony,White,Paroled,0,1,0,0
8163,2012,2015,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,3JD,No,Yes,Male,D Felony,White,Paroled,0,1,0,0
8164,2012,2015,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,3JD,No,Yes,Male,D Felony,White,Paroled,0,1,0,0
8165,2012,2015,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,3JD,No,Yes,Male,D Felony,White,Paroled,0,1,0,0
8166,2012,2015,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,8JD,Yes,Yes,Male,Felony - Enhancement to Original Penalty,White,Paroled,1,1,0,3
8167,2012,2015,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Discharged – End of Sentence,unknown,Yes,No,Male,D Felony,White,Discharged - End of Sentence,1,0,0,1
8168,2012,2015,Black - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole,2JD,Yes,Yes,Male,D Felony,Black,Paroled,1,1,0,2
8169,2012,2015,White - Non-Hispanic,35-44,C Felony,Property,Theft,Parole,3JD,Yes,Yes,Male,C Felony,White,Paroled,1,1,0,2
8170,2012,2015,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Other Violent,Discharged – End of Sentence,unknown,Yes,No,Male,Aggravated Misdemeanor,White,Discharged - End of Sentence,1,0,0,1
8171,2012,2015,White - Non-Hispanic,25-34,C Felony,Violent,Assault,Parole,2JD,Yes,Yes,Male,C Felony,White,Paroled,1,1,0,1
8172,2012,2015,Black - Non-Hispanic,55 and Older,C Felony,Property,Theft,Parole,7JD,No,Yes,Male,C Felony,Black,Paroled,0,1,0,4
8173,2012,2015,Black - Non-Hispanic,45-54,D Felony,Property,Theft,Discharged – End of Sentence,unknown,No,No,Male,D Felony,Black,Discharged - End of Sentence,0,0,0,3
8174,2012,2015,Black - Non-Hispanic,45-54,D Felony,Property,Theft,Discharged – End of Sentence,unknown,No,No,Male,D Felony,Black,Discharged - End of Sentence,0,0,0,3
8175,2012,2015,Black - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male,B Felony,Black,Paroled,1,1,0,3
8176,2012,2015,Black - Non-Hispanic,45-54,B Felony,Violent,Murder/Manslaughter,Parole,6JD,No,Yes,Male,B Felony,Black,Paroled,0,1,0,3
8177,2012,2015,White - Non-Hispanic,55 and Older,D Felony,Public Order,OWI,Parole,7JD,No,Yes,Male,D Felony,White,Paroled,0,1,0,4
8178,2012,2015,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Sex,Special Sentence,8JD,No,Yes,Male,Aggravated Misdemeanor,White,Special Sentence,0,1,0,0
8179,2012,2015,White - Non-Hispanic,Under 25,C Felony,Property,Burglary,Parole,2JD,Yes,Yes,Male,C Felony,White,Paroled,1,1,0,0
8180,2012,2015,Black - Non-Hispanic,35-44,B Felony,Other,Other Criminal,Parole,5JD,Yes,Yes,Male,B Felony,Black,Paroled,1,1,0,2
8181,2012,2015,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,Yes,No,Male,Aggravated Misdemeanor,Black,Discharged - End of Sentence,1,0,0,0
8182,2012,2015,White - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,5JD,Yes,Yes,Male,C Felony,White,Paroled,1,1,0,1
8183,2012,2015,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,Yes,No,Male,D Felony,White,Discharged - End of Sentence,1,0,0,1
8184,2012,2015,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,Prostitution/Pimping,Discharged – End of Sentence,unknown,No,No,Male,Aggravated Misdemeanor,White,Discharged - End of Sentence,0,0,0,3
8185,2012,2015,White - Non-Hispanic,25-34,D Felony,Public Order,Weapons,Parole,1JD,Yes,Yes,Male,D Felony,White,Paroled,1,1,0,1
8186,2012,2015,Black - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,1JD,Yes,Yes,Male,C Felony,Black,Paroled,1,1,0,0
8187,2012,2015,White - Non-Hispanic,Under 25,D Felony,Public Order,Traffic,Parole,6JD,No,Yes,Male,D Felony,White,Paroled,0,1,0,0
8188,2012,2015,White - Non-Hispanic,35-44,C Felony,Property,Theft,Parole,2JD,No,No,Male,C Felony,White,Paroled,0,0,0,2
8189,2012,2015,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,No,Yes,Male,Felony - Enhancement to Original Penalty,Black,Paroled,0,1,0,1
8190,2012,2015,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,No,Yes,Male,Felony - Enhancement to Original Penalty,Black,Paroled,0,1,0,1
8191,2012,2015,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,No,Yes,Male,Felony - Enhancement to Original Penalty,Black,Paroled,0,1,0,1
8192,2012,2015,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,No,Yes,Male,Felony - Enhancement to Original Penalty,Black,Paroled,0,1,0,1
8193,2012,2015,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,No,Yes,Male,Felony - Enhancement to Original Penalty,Black,Paroled,0,1,0,1
8194,2012,2015,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,No,Yes,Male,Felony - Enhancement to Original Penalty,Black,Paroled,0,1,0,1
8195,2012,2015,Black - Non-Hispanic,Under 25,C Felony,Violent,Assault,Parole,5JD,No,Yes,Male,C Felony,Black,Paroled,0,1,0,0
8196,2012,2015,Black - Non-Hispanic,Under 25,C Felony,Violent,Assault,Parole,5JD,No,Yes,Male,C Felony,Black,Paroled,0,1,0,0
8197,2012,2015,Black - Non-Hispanic,Under 25,C Felony,Violent,Assault,Parole,5JD,No,Yes,Male,C Felony,Black,Paroled,0,1,0,0
8198,2012,2015,White - Non-Hispanic,35-44,Serious Misdemeanor,Public Order,OWI,Parole,8JD,No,Yes,Male,Serious Misdemeanor,White,Paroled,0,1,0,2
8199,2012,2015,White - Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,Yes,No,Male,Aggravated Misdemeanor,Hispanic,Discharged - End of Sentence,1,0,0,1
8200,2012,2015,White - Non-Hispanic,55 and Older,D Felony,Public Order,OWI,Parole,6JD,No,Yes,Female,D Felony,White,Paroled,0,1,1,4
8201,2012,2015,White - Non-Hispanic,25-34,C Felony,Violent,Sex,Special Sentence,8JD,Yes,Yes,Male,C Felony,White,Special Sentence,1,1,0,1
8202,2012,2015,White - Non-Hispanic,25-34,D Felony,Violent,Sex,Parole,ISC,No,Yes,Male,D Felony,White,Paroled,0,1,0,1
8203,2012,2015,Black - Non-Hispanic,55 and Older,D Felony,Public Order,OWI,Parole,3JD,Yes,No,Male,D Felony,Black,Paroled,1,0,0,4
8204,2012,2015,White - Non-Hispanic,Under 25,C Felony,Property,Theft,Parole,6JD,No,Yes,Male,C Felony,White,Paroled,0,1,0,0
8205,2012,2015,White - Non-Hispanic,Under 25,C Felony,Property,Theft,Parole,6JD,No,Yes,Male,C Felony,White,Paroled,0,1,0,0
8206,2012,2015,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,3JD,No,Yes,Female,D Felony,White,Paroled,0,1,1,1
8207,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,7JD,No,Yes,Female,C Felony,White,Paroled,0,1,1,1
8208,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,7JD,No,Yes,Female,C Felony,White,Paroled,0,1,1,1
8209,2012,2015,White - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Parole,5JD,No,Yes,Female,D Felony,White,Paroled,0,1,1,2
8210,2012,2015,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Other,Special Sentence Revocation,Special Sentence,3JD,Yes,Yes,Male,Aggravated Misdemeanor,White,Special Sentence,1,1,0,1
8211,2012,2015,White - Non-Hispanic,Under 25,D Felony,Public Order,Weapons,Parole,5JD,No,Yes,Male,D Felony,White,Paroled,0,1,0,0
8212,2012,2015,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,unknown,No,No,Male,D Felony,White,Paroled,0,0,0,0
8213,2012,2015,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male,B Felony,White,Paroled,1,1,0,3
8214,2012,2015,White - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,ISC,Yes,Yes,Male,C Felony,White,Paroled,1,1,0,1
8215,2012,2015,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,4JD,Yes,Yes,Male,C Felony,Black,Paroled,1,1,0,1
8216,2012,2015,White - Non-Hispanic,Under 25,D Felony,Violent,Assault,Parole,1JD,No,Yes,Female,D Felony,White,Paroled,0,1,1,0
8217,2012,2015,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Parole,1JD,No,Yes,Female,D Felony,White,Paroled,0,1,1,3
8218,2012,2015,White - Hispanic,Under 25,Aggravated Misdemeanor,Violent,Assault,Parole,ISC,No,No,Male,Aggravated Misdemeanor,Hispanic,Paroled,0,0,0,0
8219,2012,2015,White - Hispanic,Under 25,Aggravated Misdemeanor,Violent,Assault,Parole,ISC,No,No,Male,Aggravated Misdemeanor,Hispanic,Paroled,0,0,0,0
8220,2012,2015,White - Hispanic,35-44,D Felony,Violent,Assault,Parole,5JD,No,Yes,Male,D Felony,Hispanic,Paroled,0,1,0,2
8221,2012,2015,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged – End of Sentence,unknown,Yes,No,Female,Aggravated Misdemeanor,White,Discharged - End of Sentence,1,0,1,1
8222,2012,2015,Black - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,1JD,Yes,Yes,Male,B Felony,Black,Paroled,1,1,0,1
8223,2012,2015,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,unknown,No,No,Male,Aggravated Misdemeanor,White,Discharged - End of Sentence,0,0,0,2
8224,2012,2015,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,unknown,No,No,Male,Aggravated Misdemeanor,White,Discharged - End of Sentence,0,0,0,2
8225,2012,2015,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,unknown,No,No,Male,Aggravated Misdemeanor,White,Discharged - End of Sentence,0,0,0,2
8226,2012,2015,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,Yes,No,Male,Aggravated Misdemeanor,White,Discharged - End of Sentence,1,0,0,1
8227,2012,2015,White - Non-Hispanic,35-44,C Felony,Violent,Assault,Discharged – End of Sentence,unknown,No,No,Male,C Felony,White,Discharged - End of Sentence,0,0,0,2
8228,2012,2015,White - Non-Hispanic,35-44,C Felony,Violent,Assault,Discharged – End of Sentence,unknown,No,No,Male,C Felony,White,Discharged - End of Sentence,0,0,0,2
8229,2012,2015,White - Non-Hispanic,35-44,C Felony,Violent,Robbery,Parole,1JD,No,Yes,Male,C Felony,White,Paroled,0,1,0,2
8230,2012,2015,White - Non-Hispanic,35-44,D Felony,Property,Vandalism,Parole,1JD,No,Yes,Male,D Felony,White,Paroled,0,1,0,2
8231,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,2JD,Yes,Yes,Male,C Felony,White,Paroled,1,1,0,1
8232,2012,2015,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole,5JD,No,Yes,Male,D Felony,White,Paroled,0,1,0,2
8233,2012,2015,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole,5JD,No,Yes,Male,D Felony,White,Paroled,0,1,0,2
8234,2012,2015,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole,5JD,No,Yes,Male,D Felony,White,Paroled,0,1,0,2
8235,2012,2015,Black - Non-Hispanic,35-44,D Felony,Public Order,Weapons,Parole,ISC,No,Yes,Male,D Felony,Black,Paroled,0,1,0,2
8236,2012,2015,Black - Non-Hispanic,25-34,C Felony,Property,Arson,Parole,1JD,No,Yes,Female,C Felony,Black,Paroled,0,1,1,1
8237,2012,2015,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,5JD,No,Yes,Male,D Felony,White,Paroled,0,1,0,1
8238,2012,2015,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,5JD,No,Yes,Male,D Felony,White,Paroled,0,1,0,1
8239,2012,2015,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,5JD,No,Yes,Male,D Felony,White,Paroled,0,1,0,1
8240,2012,2015,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,5JD,No,Yes,Male,D Felony,White,Paroled,0,1,0,1
8241,2012,2015,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,5JD,No,Yes,Male,D Felony,White,Paroled,0,1,0,1
8242,2012,2015,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,5JD,No,Yes,Male,D Felony,White,Paroled,0,1,0,1
8243,2012,2015,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,5JD,No,Yes,Male,D Felony,White,Paroled,0,1,0,1
8244,2012,2015,White - Non-Hispanic,25-34,D Felony,Other,Other Criminal,Parole,8JD,No,Yes,Male,D Felony,White,Paroled,0,1,0,1
8245,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Female,C Felony,White,Paroled,1,1,1,1
8246,2012,2015,White - Hispanic,35-44,D Felony,Property,Theft,Discharged – End of Sentence,unknown,No,No,Male,D Felony,Hispanic,Discharged - End of Sentence,0,0,0,2
8247,2012,2015,White - Non-Hispanic,45-54,C Felony,Violent,Other Violent,Discharged – End of Sentence,unknown,No,No,Male,C Felony,White,Discharged - End of Sentence,0,0,0,3
8248,2012,2015,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male,B Felony,White,Paroled,0,1,0,2
